objectid,pid,title,display_template,object_location,image_small,image_thumb,archival_call_number,archival_collection,finding_aid_ark,physical_location,archival_series_title,folder_title,box,folder,contributing_institution,contributing_institution_valueURI,personal_creator,personal_creator_valueURI,corporate_creator,corporate_creator_valueURI,interviewee,interviewee_valueURI,interviewer,interviewer_valueURI,personal_contributor,personal_contributor_valueURI,corporate_contributor,corporate_contributor_valueURI,description,table_of_contents,annotation,url,language,subject,topical_subject_fast_valueURI,location,geographic_subject_fast_valueURI,topical_subject_lcsh,topical_subject_lcsh_valueURI,topical_subject_local,topical_subject_local_valueURI,geographic_subject_lcsh,geographic_subject_lcsh_valueURI,geographic_subject_local,geographic_subject_local_valueURI,geographic_subject_geonames,geographic_subject_geonames_valueURI,coordinates,personal_name_subject,personal_name_subject_valueURI,corporate_name_subject,corporate_name_subject_valueURI,birds_subject,birds_subject_valueURI,chronological_subject,event_subject,event_subject_valueURI,extent,aat_type,aat_type_valueURI,aat_genre,aat_genre_valueURI,dcmi_type,dcmi_type_valueURI,type_of_resource,imt_type,cco_description,rights_management,rights_management_valueURI,date_digital,location_interview,publisher,publisher_valueURI,ark,local_id,file_name,uid,avian_id,project_number,date_created,date_modified,issuance,issuance_start,issuance_end,frequency,digital_collection,digital_collection_ark,related_exhibit,related_exhibit_url,hardware_software,disclaimer,image_manipulation,file_size,resolution,colorspace,bits_per_sample,samples_per_pixel,height,width,digital_origin,date,latitude,longitude,coord_explan
,WPA_b6f7i1_1,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b6f7i1_1,MS0260b006f007i001.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b6f7i1_2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b6f7i1_2,MS0260b006f007i002.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
iawpa0950,WPA_b9f27i1,Photograph of a school gymnasium in Little Cedar,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b9f27i1_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b9f27i1_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b9f27i1_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 2, Projects by Subject, 1933-1940, undated (alphabetical)","School Buildings. Mitchell County. Little Cedar. School Gym. Project 4247. (3 b/w photographs), 1939",9,27,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Gymnasiums;School buildings,http://id.worldcat.org/fast/949578;http://id.worldcat.org/fast/1107046,Iowa--Mitchell County,http://id.worldcat.org/fast/1216391,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2021-03-01,,,,https://n2t.net/ark:/87292/w9g73795j,WPA_b9f27i1,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1939-03-21,,,
,WPA_b6f7i2_1,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b6f7i2_1,MS0260b006f007i003.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b6f7i2_2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b6f7i2_2,MS0260b006f007i004.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
iawpa0951,WPA_b9f27i2,Photograph of a school gymnasium in Little Cedar,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b9f27i2_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b9f27i2_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b9f27i2_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 2, Projects by Subject, 1933-1940, undated (alphabetical)","School Buildings. Mitchell County. Little Cedar. School Gym. Project 4247. (3 b/w photographs), 1939",9,27,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Gymnasiums;School buildings,http://id.worldcat.org/fast/949578;http://id.worldcat.org/fast/1107046,Iowa--Mitchell County,http://id.worldcat.org/fast/1216391,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2021-03-01,,,,https://n2t.net/ark:/87292/w9bg2hh1d,WPA_b9f27i2,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1939-03-21,,,
,WPA_b6f8i1_1,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b6f8i1_1,MS0260b006f008i001.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b6f8i1_2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b6f8i1_2,MS0260b006f008i002.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
iawpa0952,WPA_b9f27i3,Photograph of interior construction of a school gymnasium in Little Cedar,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b9f27i3_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b9f27i3_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b9f27i3_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 2, Projects by Subject, 1933-1940, undated (alphabetical)","School Buildings. Mitchell County. Little Cedar. School Gym. Project 4247. (3 b/w photographs), 1939",9,27,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Gymnasiums;School buildings,http://id.worldcat.org/fast/949578;http://id.worldcat.org/fast/1107046,Iowa--Mitchell County,http://id.worldcat.org/fast/1216391,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2021-03-01,,,,https://n2t.net/ark:/87292/w96q1sp7n,WPA_b9f27i3,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1939-03-21,,,
,WPA_b6f8i2_1,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b6f8i2_1,MS0260b006f008i003.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b6f8i2_2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b6f8i2_2,MS0260b006f008i004.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
iawpa0953,WPA_b4f31i1,Photograph of the community building in Castana,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b4f31i1_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b4f31i1_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b4f31i1_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 1, Projects by Location, 1935-1938, undated (alphabetical)","District 5. Monona County. Castana. Community Building. (1 b/w photograph), 1937",4,31,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Community centers;Buildings,http://id.worldcat.org/fast/870687;http://id.worldcat.org/fast/840962,Iowa--Monona County,http://id.worldcat.org/fast/1212211,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2021-01-12,,,,https://n2t.net/ark:/87292/w9c53f68h,WPA_b4f31i1,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1937-11-11,,,
,WPA_b6f8i3_1,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b6f8i3_1,MS0260b006f008i005.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b6f8i3_2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b6f8i3_2,MS0260b006f008i006.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
iawpa0954,WPA_b4f34i1,Photograph of sewage disposal plant in Ute,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b4f34i1_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b4f34i1_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b4f34i1_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 1, Projects by Location, 1935-1938, undated (alphabetical)","District 5. Monona County. Ute. Sewage Disposal Plant. Project 382. (2 b/w photographs), 1936",4,34,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Sewage disposal plants,http://id.worldcat.org/fast/1113929,Iowa--Monona County,http://id.worldcat.org/fast/1212211,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2021-01-12,,,,https://n2t.net/ark:/87292/w9pg1hv04,WPA_b4f34i1,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1936-05-29,,,
,WPA_b6f9i1_1,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b6f9i1_1,MS0260b006f009i001.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b6f9i1_2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b6f9i1_2,MS0260b006f009i002.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
iawpa0955,WPA_b4f34i2,Photograph of sewage disposal plant in Ute,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b4f34i2_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b4f34i2_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b4f34i2_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 1, Projects by Location, 1935-1938, undated (alphabetical)","District 5. Monona County. Ute. Sewage Disposal Plant. Project 382. (2 b/w photographs), 1936",4,34,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Sewage disposal plants,http://id.worldcat.org/fast/1113929,Iowa--Monona County,http://id.worldcat.org/fast/1212211,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2021-01-12,,,,https://n2t.net/ark:/87292/w9jq0t178,WPA_b4f34i2,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1936-05-27,,,
,WPA_b6f9i2_1,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b6f9i2_1,MS0260b006f009i003.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b6f9i2_2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b6f9i2_2,MS0260b006f009i004.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
iawpa0956,WPA_b8f20i1,Photograph of the community building in Castana,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b8f20i1_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b8f20i1_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b8f20i1_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 2, Projects by Subject, 1933-1940, undated (alphabetical)","Public Buildings. Monona County. Castana. Community Building. Project 2855. (1 b/w photograph), 1937",8,20,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Community centers,http://id.worldcat.org/fast/870687,Iowa--Monona County,http://id.worldcat.org/fast/1212211,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2021-02-24,,,,https://n2t.net/ark:/87292/w99g5gk9k,WPA_b8f20i1,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1937-11-11,,,
,WPA_b6f9i3_1,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b6f9i3_1,MS0260b006f009i006.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b6f9i3_2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b6f9i3_2,MS0260b006f009i007.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
iawpa0957,WPA_b9f3i1,Photograph of a sewage disposal plant in Ute,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b9f3i1_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b9f3i1_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b9f3i1_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 2, Projects by Subject, 1933-1940, undated (alphabetical)","Sanitation and Water Supply. Monona County. Ute. Sewage Disposal Plant. Project 382. (1 b/w photograph), 1936",9,3,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Sewage disposal plants,http://id.worldcat.org/fast/1113929,Iowa--Monona County,http://id.worldcat.org/fast/1212211,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2021-02-26,,,,https://n2t.net/ark:/87292/w9tt4g05r,WPA_b9f3i1,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1936-05-29,,,
,WPA_b7f10ai1_1,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b7f10ai1_1,MS0260b007f010ai001.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b7f10ai1_2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b7f10ai1_2,MS0260b007f010ai002.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
iawpa0958,WPA_b3f9i1,Photograph of a cleared and graded farm to market road in Monroe County,image,"https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b3f9i1_1~JP2~~isu_public/0,0,4957,3178/4962,3178/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b3f9i1_1~JP2~~isu_public/full/800,/0/default.jpg","https://digitalcollections.lib.iastate.edu/iiif/2/isu:WPA_b3f9i1_1~JP2~~isu_public/full/500,/0/default.jpg",MS 260,United States. Work Projects Administration (Iowa) Photographs,https://n2t.net/ark:/87292/w91v07,,"Series 1, Projects by Location, 1935-1938, undated (alphabetical)","District 4. Monroe County. Farm to Market Road. Project 1270. (1 b/w photograph), 1936",3,9,Iowa State University. Special Collections and University Archives,http://id.loc.gov/authorities/names/no2021021777,,,United States. Works Progress Administration (Iowa),http://id.loc.gov/authorities/names/n88224755,,,,,,,,,,,,,eng,Rural roads--Maintenance and repair,http://id.worldcat.org/fast/1101812,Iowa--Monroe County,http://id.worldcat.org/fast/1230240,,,,,,,,,,,,,,,,,,1930s,,,1 photograph,photographic prints;black-and-white photographs,http://vocab.getty.edu/aat/300127104;http://vocab.getty.edu/aat/300128347,photographs,http://vocab.getty.edu/aat/300046300,Image,http://purl.org/dc/dcmitype/Image,still image,image/tiff,,"The Iowa State University Library believes that this item is in the public domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The item may not be in the public domain under the laws of other countries.",http://rightsstatements.org/vocab/NoC-US/1.0/,2021-01-12,,,,https://n2t.net/ark:/87292/w95h7c064,WPA_b3f9i1,,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,1936-07-28,,,
,WPA_b7f10ai2_1,Front,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b7f10ai2_1,MS0260b007f010ai003.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
,WPA_b7f10ai2_2,Back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,image/tiff,,,,,,,,,WPA_b7f10ai2_2,MS0260b007f010ai004.tif,,,,2022-07,2024-03-05,,,,,WPA Iowa Photographs,https://n2t.net/ark:/87292/w9cz32b0t,,,Epson Expression 12000XL,,,,,,,,,,reformatted digital,,,,
